,text,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise
68,Does anyone have any sources for the evidence placed above,4,neutral,0.9205390214920044,0.011381546035408974,0.0077533479779958725,0.004789179656654596,0.001729530980810523,0.9205390214920044,0.010486001148819923,0.043321337550878525
69,this is objective. It’s fact that some  countries are arguing about the BRI since the risk comes with opportunity. While it's a worth game to play,4,neutral,0.8168329000473022,0.0191342830657959,0.028084581717848778,0.004586065653711557,0.11866457760334015,0.8168329000473022,0.007464852184057236,0.005232824943959713
70,While I heard the United Kingdom and Germany have signed at the end of last year.,4,neutral,0.625167965888977,0.005167440045624971,0.003227559383958578,0.0036426358856260777,0.1586286425590515,0.625167965888977,0.016583476215600967,0.18758226931095123
71,thank you Mr.Mike,4,neutral,0.45584210753440857,0.007004321087151766,0.001456455560401082,0.002441617427393794,0.253436416387558,0.45584210753440857,0.021267129108309746,0.2585519552230835
72,"they are essentially repeating USSR's expansion to sieria and central asia....it ultimately bankrupted them with little to no benefit. the thing about sea is that you can scale up very easily to carry different loads and take different routes. you can't do this with land based transportation, so there is tremendous upfront cost to build infrastructures in countries with little to no benefit to China.",4,neutral,0.68309485912323,0.11635714769363403,0.09672758728265762,0.0075492048636078835,0.007859659381210804,0.68309485912323,0.042352404445409775,0.04605904966592789
73,Belt to tighten the debt for country under the planning road for $$$ better not join this belt buckle trapped ,2,fear,0.747687041759491,0.11365808546543121,0.016388341784477234,0.747687041759491,0.0028973198495805264,0.08462516963481903,0.030996767804026604,0.0037471801042556763
74,one ring to rule them all.... one road to make conquest easier.,4,neutral,0.8312265872955322,0.016940617933869362,0.003608821425586939,0.0040506841614842415,0.06241978332400322,0.8312265872955322,0.014306182973086834,0.06744730472564697
75,"I can’t tell if this video is biased to not, but it seems very neutral",4,neutral,0.7376469969749451,0.015399915166199207,0.19812892377376556,0.007043882738798857,0.014033231884241104,0.7376469969749451,0.014675713144242764,0.0130712715908885
76,You have to face a lot china...,4,neutral,0.5842280387878418,0.03497578203678131,0.18549104034900665,0.0505283921957016,0.006981453392654657,0.5842280387878418,0.08430247753858566,0.053492724895477295
77,"The US is playing Call of Duty, while China is playing CIVILIZATION",4,neutral,0.9654920697212219,0.004985204432159662,0.005728073883801699,0.0012398908147588372,0.007715133018791676,0.9654920697212219,0.006418321747332811,0.008421308360993862
78,"""Hide Your Strengths and Bite Your Time"" - very wise words for a national leader, who is clearly playing the long game.",4,neutral,0.8687053322792053,0.07449007779359818,0.02910168655216694,0.013907051645219326,0.004652649629861116,0.8687053322792053,0.004554064944386482,0.004589231684803963
79,"This reminds me of a book I've read called ""Proxima"" by Stephen Baxter. The synopsis of the book is that during the 22nd century, China is the largest economic superpower with the ""Chinese Economic Framework"" foreign policy described in the book. It also takes place in a time where they were the first country to put a man on Mars and have a near monopoly  on the solar system, spanning from Earth's orbit,Mars, the Asteroid Belt,and Jupiter. ",4,neutral,0.9217411875724792,0.01156595442444086,0.01709335669875145,0.012824514880776405,0.009263918735086918,0.9217411875724792,0.0028056257870048285,0.024705462157726288
80,"CNBC, please give Xin En some funding, so she can travel around the world like other presenters. It's not fair to her that other presenters can travel but she has to stay in Singapore",4,neutral,0.7291087508201599,0.03292721137404442,0.02986203320324421,0.004886021837592125,0.00532357394695282,0.7291087508201599,0.17420077323913574,0.023691609501838684
81,Building infrastructure is generally good...,4,neutral,0.5266513824462891,0.010364825837314129,0.02285325527191162,0.0023770949337631464,0.41410180926322937,0.5266513824462891,0.010987897403538227,0.012663659639656544
82,"I think the Belt & Road is a great idea, it’s very important for this project to be transparent for the citizens of the nations involved.",4,neutral,0.8915835618972778,0.010873880237340927,0.016838155686855316,0.005361869931221008,0.06018202006816864,0.8915835618972778,0.004738064017146826,0.010422512888908386
83,Great reporting. I found the information very informative thus provided in this video.,3,joy,0.8720746040344238,0.0054012187756598,0.01441161334514618,0.002279912354424596,0.8720746040344238,0.08874054253101349,0.004441989120095968,0.012650121003389359
84,"A little check and balance is fine, but China is helping their economy in the longer run for sure. It is a win-win, you can't lose on building roads. Roads allow development and trade.",3,joy,0.5103483200073242,0.011066822335124016,0.01551357377320528,0.0018351030303165317,0.5103483200073242,0.44590532779693604,0.006005766335874796,0.009324970655143261
85,"Perhaps China could pursue its military intentions in other ports, but not Hambantota. Sri Lanka specifically negotiated that it was not to be used for military purposes.",4,neutral,0.9216252565383911,0.018076153472065926,0.028167858719825745,0.008298136293888092,0.0037519808392971754,0.9216252565383911,0.013484508730471134,0.006596125662326813
86,I really appreciate this video! This is truly good and truthful!,3,joy,0.9503553509712219,0.0025912995915859938,0.0010665139416232705,0.0003376984386704862,0.9503553509712219,0.014644771814346313,0.0027263902593404055,0.028277946636080742
87,Anyone know where Xin En Lee went? All her social media has been inactive for a few years. She's such a great host and really enjoy her presentations. Hopes she's doing well ,3,joy,0.5012364387512207,0.008138001896440983,0.00626541068777442,0.004276210907846689,0.5012364387512207,0.46267879009246826,0.008925560861825943,0.008479531854391098
88,Very very well explained,3,joy,0.6259738206863403,0.004408662673085928,0.0033869703765958548,0.0017420838121324778,0.6259738206863403,0.3116981089115143,0.006090744398534298,0.046699654310941696
89,"Since the general aim for every human on earth is to grow and infrastructure and trade are the primary means for any kind of growth, I find it a net good deal considering all possible pros and cons it could bring to everyone.",3,joy,0.7328341007232666,0.006217269226908684,0.011049218475818634,0.0010274560190737247,0.7328341007232666,0.237294003367424,0.0036569079384207726,0.007921076379716396
90,They learned their lessons very well,4,neutral,0.9306498765945435,0.009995834901928902,0.014786847867071629,0.0014404134126380086,0.03418098762631416,0.9306498765945435,0.00452070077881217,0.004425292368978262
91,tweet:  Thanks for delineating in bits and pieces the belt and road initiative programs.,3,joy,0.719578742980957,0.0050718896090984344,0.0014403912937268615,0.0011706106597557664,0.719578742980957,0.10362953692674637,0.02033282071352005,0.1487760692834854
92,I believe that time will tell if the benefits outweigh the losses for those countries.,4,neutral,0.931869626045227,0.007814270444214344,0.007253582589328289,0.0036224976647645235,0.02058957889676094,0.931869626045227,0.006167004816234112,0.022683465853333473
93,Please make a series of videos on following:,4,neutral,0.969153881072998,0.004351910203695297,0.0072423662059009075,0.005213972181081772,0.0020590373314917088,0.969153881072998,0.005430718418210745,0.006548126693814993
94,"Given china is mainly a export oriented economy, China feels strongly that it needs a secure and diversified trading routes which  it lacks now and it current trading route can be easily cut off by the US especially in areas like the south china sea and Singapore straits in event there is any trade or oil embargo impose on China. So this really explain why China desperately wants to create new alternative trading routes through the one belt one road to improve connectivity between countries so that it will be able to safely transport its good across.",3,joy,0.42304015159606934,0.04133756086230278,0.006623906083405018,0.06784259527921677,0.42304015159606934,0.40699559450149536,0.04042832553386688,0.013731962069869041
95,2:06,4,neutral,0.8451814651489258,0.00652339356020093,0.008679394610226154,0.011140399612486362,0.013954219408333302,0.8451814651489258,0.029943108558654785,0.0845780149102211
96,China needs to leverage a long term approach. Trade routes need to be economic to make economic sense.,4,neutral,0.9104146957397461,0.013829521834850311,0.037687454372644424,0.010485080070793629,0.0031306860037148,0.9104146957397461,0.012021861970424652,0.01243067067116499
97,:_rocketship:,4,neutral,0.5335547924041748,0.005148537922650576,0.0011195627739652991,0.0025310071650892496,0.08989817649126053,0.5335547924041748,0.03823790326714516,0.32951000332832336
98,“Hire Chinese workers who ultimately take wages home.” It’s the small things that matter folks,4,neutral,0.9200264811515808,0.023402955383062363,0.039016399532556534,0.0035032154992222786,0.006021935027092695,0.9200264811515808,0.00467345118522644,0.003355613676831126
99,"""The US decided the port would not be economically viable...""",5,sadness,0.6777690052986145,0.0443730354309082,0.06220683082938194,0.04635785147547722,0.004369963891804218,0.14876407384872437,0.6777690052986145,0.01615922525525093
100,"Pakistan owes the world 239 billion dollars, and Chinese money is only 25% of it. Considering that the debt is used to build critical infrastructure, the CPEC project is essential to Pakistan. And why does no one talks about the other 75% debt ",4,neutral,0.7948212027549744,0.07294126600027084,0.0663289874792099,0.02281132899224758,0.002077965997159481,0.7948212027549744,0.011660338379442692,0.02935890480875969
101,"China gets to use their excess labor, state-owned enterprise capacity, and keep strategic allies indebted to them. The leaders of the target country get to tout achievements and are paid under the table. The general population gets desperately needed infrastructure. It's a win-win-win strategy. I'm not implying China cares about the target country, but why would/should they?",4,neutral,0.7325778603553772,0.12552042305469513,0.08025527745485306,0.0014360429486259818,0.020569583401083946,0.7325778603553772,0.006782050244510174,0.032858654856681824
102,"The freedom of navigation is the primary reason why trade can rely on this for goods to be reliably exchanged globally. Can land route achieved the same kind of freedom of movement? During times of peace, I think it may still be possible but it is still challenging. Without international law governing the freedom of movement of goods via land route, any country can simply impose unilateral border control measures.",4,neutral,0.8522858023643494,0.050851039588451385,0.023866714909672737,0.03808749094605446,0.0171992015093565,0.8522858023643494,0.007927275262773037,0.009782519191503525
103,China building road for themselves and charging the bill for it as loan to Pakistan ,0,anger,0.7664275765419006,0.7664275765419006,0.11289836466312408,0.036667387932538986,0.0010974649339914322,0.06327211111783981,0.016296321526169777,0.0033407851587980986
104,Hilarious that at ,3,joy,0.985453188419342,0.002868220442906022,0.0025574308820068836,0.0009092605323530734,0.985453188419342,0.005167969968169928,0.0017734820721670985,0.0012703967513516545
105,"With the kind of leaders pakistan has, and it's never ending dependency to rely on others, it will always remain a stooge of other super powers.",4,neutral,0.9724253416061401,0.0025741667486727238,0.007931845262646675,0.0022581806406378746,0.004998795222491026,0.9724253416061401,0.006400953978300095,0.0034107130486518145
106,so the road is the belt and the sea is the road.,4,neutral,0.8245869278907776,0.026786761358380318,0.024917373433709145,0.03373224660754204,0.006461441051214933,0.8245869278907776,0.034449681639671326,0.04906560480594635
107,"Pakistan PM :""Our economy now linked to china ""this is the big statement . Pakistan on   the way to srilanka  .",6,surprise,0.373522013425827,0.04716937616467476,0.004659261554479599,0.0789434164762497,0.2602652311325073,0.1746882051229477,0.06075255200266838,0.373522013425827
108,The main challenge is the slow-paced bureaucracy and lack of transparency within Pakistan.,4,neutral,0.8427699208259583,0.0360737144947052,0.036817435175180435,0.026458393782377243,0.0019374493276700377,0.8427699208259583,0.031462013721466064,0.024481048807501793
109,"To all nations, don't compromise your value.",4,neutral,0.5938487648963928,0.28690463304519653,0.06695515662431717,0.030827278271317482,0.0043976870365440845,0.5938487648963928,0.014355259947478771,0.0027112041134387255
110,Idea is to belt Pakistan on the Road. (That's the whole belt and road initiative),4,neutral,0.9088389277458191,0.02830883115530014,0.011145305819809437,0.012242245487868786,0.006744956132024527,0.9088389277458191,0.006146581377834082,0.026573190465569496
111,"An interesting analysis, it will be interesting to see how these projects play out in the future. Because regardless of who eventually takes over (if any1), if its a commercial dud then its going to be a problem no matter who the owner is.",4,neutral,0.9220556020736694,0.011327666230499744,0.011904195882380009,0.004904408939182758,0.01921369880437851,0.9220556020736694,0.0037747020833194256,0.02681976743042469
112,"Shipping in their own workers then building them housing that keeps them separate. Locals can apply to be the janitor or checkpoint security I expect. Maybe not even security, not with CCP management.",4,neutral,0.9495091438293457,0.00878322497010231,0.012262114323675632,0.002480094786733389,0.001511970185674727,0.9495091438293457,0.0055150603875517845,0.019938385114073753
113,Very impressive port.,6,surprise,0.4594958424568176,0.0039029777981340885,0.008822763338685036,0.00679165031760931,0.15753784775733948,0.35851532220840454,0.004933607764542103,0.4594958424568176
114,"rule no. 1: don't mess with the Fisherman in the area. It leads to delayed projects worldwide, f.e. in Jakarta",4,neutral,0.4265434741973877,0.14338669180870056,0.023939866572618484,0.02758193202316761,0.004058437887579203,0.4265434741973877,0.33374449610710144,0.040745098143815994
115,"China's Belt and Road initiative has left many financially weak countries trapped in ""secret debt"".  It is claimed that China owes  36.5 billion to these countries. China has invested a total of, 64.3 billion in roads, bridges, ports and hospitals in 173 countries. These countries include many countries in Africa and Central Asia.",4,neutral,0.4183831512928009,0.06722823530435562,0.060225095599889755,0.19637183845043182,0.013045132160186768,0.4183831512928009,0.21757857501506805,0.027167880907654762
116,"Great video, but no mention of the fact that contractors are asking to be paid in dollar ",4,neutral,0.6874405741691589,0.037765614688396454,0.2120008021593094,0.007325738202780485,0.010676253587007523,0.6874405741691589,0.024053413420915604,0.02073756791651249
117,"This is one of the best summaries of the BRI that I have seen on YouTube so far.  I hope this one gets around and helps people understand what China's motives are when they come offering money and help.  Like a trojan horse, the deals are loaded with dangerous fine print traps.  Every one of those poor countries who fell for the Belt an Road Initiative will pay and pay, slowing down their progress for the future. Great work, Mint!",4,neutral,0.8369072079658508,0.04984009265899658,0.027357080951333046,0.02664656937122345,0.034611474722623825,0.8369072079658508,0.01243521086871624,0.012202337384223938
118,The best alternative is the BRI . Genius & wisdom !,4,neutral,0.7115404605865479,0.015494856052100658,0.012249486520886421,0.0019154384499415755,0.19257746636867523,0.7115404605865479,0.006615589372813702,0.05960674211382866
119,"It is fairly common senses, no body will give you anything FREE, there is always some form of",4,neutral,0.9575803279876709,0.008854321204125881,0.014625533483922482,0.0024343470577150583,0.0033720515202730894,0.9575803279876709,0.004682819824665785,0.008450635708868504
120,Good....,4,neutral,0.7635259032249451,0.02208908088505268,0.06829288601875305,0.0030157314613461494,0.11143068224191666,0.7635259032249451,0.023086661472916603,0.008558964356780052
121,You can conquer a nation 2 ways 1. By sword 2. By debt. US president words.,4,neutral,0.9511020183563232,0.020802240818738937,0.007384704891592264,0.002111088950186968,0.007060340605676174,0.9511020183563232,0.002473297994583845,0.009066296741366386
122,"hello reporter ,be honest  not talking in half truth,the year 2020 is covid year most investment had slowed down during covid years",4,neutral,0.3642258644104004,0.010560959577560425,0.001521350466646254,0.003132500220090151,0.021637020632624626,0.3642258644104004,0.3227138817310333,0.27620846033096313
123,Why would you say that ,4,neutral,0.366237998008728,0.22664415836334229,0.06746388226747513,0.17701326310634613,0.003068896709010005,0.366237998008728,0.009891670197248459,0.14968016743659973
124,Please  please close yr gap. Kindly view at a more positive lens instead of spewing toxic rethrotic of China's $$$ Trillion failure. Isn't belt n road beneficial to people n country for connectivity n promote access to trade n industries particularly to developing Countries ? Do U not think China's mission is on shared prosperity where she put her words where her mouth is ? ,2,fear,0.4379945397377014,0.39048710465431213,0.03528422862291336,0.4379945397377014,0.007246173452585936,0.06844629347324371,0.050276290625333786,0.010265401564538479
125,"Sir, are you speaking Indian? Or a combination of English and Indian? It sounds like you are chewing something.",4,neutral,0.5222132802009583,0.01902920939028263,0.3900614380836487,0.006559217814356089,0.0036917454563081264,0.5222132802009583,0.004572529811412096,0.053872622549533844
126,The background music is off putting,4,neutral,0.6110172271728516,0.024434451013803482,0.19297227263450623,0.00449798721820116,0.0052648442797362804,0.6110172271728516,0.11041916161775589,0.05139397829771042
127,Mint: Your lies are your chain! Enjoy!,3,joy,0.6395558714866638,0.037330154329538345,0.011498509906232357,0.001339624635875225,0.6395558714866638,0.29532742500305176,0.003365563927218318,0.011582856997847557
128,High inerest rate? Indian jealousy really have no limit,6,surprise,0.5289275646209717,0.14106933772563934,0.02588995359838009,0.006220565643161535,0.0024824892170727253,0.2840026021003723,0.011407523415982723,0.5289275646209717
129,No,4,neutral,0.7383177280426025,0.017022734507918358,0.05156030133366585,0.02548973821103573,0.0045900191180408,0.7383177280426025,0.14175361394882202,0.02126588113605976
130,Endians forever jealous of China's Success..Gwadar port will be another  jewel of the gulf in  of commerce and trade,0,anger,0.3785576820373535,0.3785576820373535,0.028329357504844666,0.017239918932318687,0.06724423170089722,0.17530101537704468,0.19561797380447388,0.13770988583564758
131,"The more india talk, the more it exposes  pure jealousy.",0,anger,0.5334964394569397,0.5334964394569397,0.2929506301879883,0.0057720220647752285,0.0024431587662547827,0.12033417820930481,0.03931683301925659,0.005686774384230375
132,Bulls**t,0,anger,0.7817047238349915,0.7817047238349915,0.17178809642791748,0.0058273617178201675,0.002837046980857849,0.017561916261911392,0.01534700021147728,0.004933848977088928
133,"Africa is very well aware of Western and EU imperialism, as an African we already have China and Russia helping us and we has seen how much China and Russia has helped us improved in infrastructure. As an South African and we as Africans are not going to push China and Russia aside.",4,neutral,0.9287368059158325,0.009508254006505013,0.02383585274219513,0.005922821816056967,0.0018280701478943229,0.9287368059158325,0.010333484970033169,0.019834693521261215
134,"How astonishingly different the tone and language employed by the western bloc and the Global South sound to me: the former are incessantly talking about threats, adversaries, containment, whereas the latter talk about development, cooperation, self-determination. My sympathy is all for the latter, as they remain the only hope for humanity as a whole.",6,surprise,0.7110515832901001,0.04923443868756294,0.07075276970863342,0.007494357414543629,0.009692185558378696,0.12076720595359802,0.031007425859570503,0.7110515832901001
135,I am a Malawian. I have never witnessed any kind of infrastructure from the western countries. China helped constructing several infrastructures,4,neutral,0.7267590761184692,0.009127434343099594,0.025339538231492043,0.01675092801451683,0.028829889371991158,0.7267590761184692,0.007602024357765913,0.18559107184410095
136,"They hoped the belt would fail so that African nations would not develop. Now they feel compelled to participate because they have lost hope of the gelt failing so they want to get involved to disrupt operations, but their aim and hopes will be the same so they hope by getting involved they can slow down or disrupt Africa's development, from the inside so to speak. Peace and love.",4,neutral,0.6922146677970886,0.04782600328326225,0.10274612158536911,0.08384325355291367,0.026054801419377327,0.6922146677970886,0.041321247816085815,0.005993970204144716
137,"I'm a 60 year old Australian, as a kid in the 1970's I watched the TV ad's showing starving, underprivileged kids in Africa. Did organized fund raising marathon walks with neighborhood sponsors to raise money for this cause.",5,sadness,0.469339519739151,0.024123413488268852,0.2731928825378418,0.01819559559226036,0.0090812211856246,0.19237904250621796,0.469339519739151,0.013688294216990471
138,"China wants to push  another initiative along  with BRI called (global industrialisation initiative program) to accelerate industrial development,  and large scale industries to promote global gateway for industrialisation..🇨🇳",3,joy,0.35572412610054016,0.0860176756978035,0.01057435292750597,0.08398663997650146,0.35572412610054016,0.260499507188797,0.0700516477227211,0.1331460028886795
139,I think no other initiative  or project by any country can match China's Belt and Road initiative. The BRI project is the biggest project in the 21st century.,6,surprise,0.4706912338733673,0.01897052861750126,0.00956021435558796,0.016748197376728058,0.07882632315158844,0.4013168215751648,0.0038866777904331684,0.4706912338733673
140,"We don't need investment from colonialists, it definitely has too many strings attached to it. May China out shine them all. What infrastructure has the USA ever built anywhere apart from military bases and it's embassies?",4,neutral,0.9215654730796814,0.009277389384806156,0.016844583675265312,0.0019433293491601944,0.0034246568102389574,0.9215654730796814,0.006251947022974491,0.04069264605641365
141,This is great... I am going to call my representative in congress and ask to have them come and help our state with infrastructure... everything from roads to bridges is falling apart.,5,sadness,0.5683995485305786,0.06630164384841919,0.013460544869303703,0.032461684197187424,0.017253853380680084,0.055698905140161514,0.5683995485305786,0.24642378091812134
142,G7 lot of promise to the world but not materialise only export of turmoil around the world..while china expand  infrastructures around the globe benifet other country,5,sadness,0.5771904587745667,0.05158711224794388,0.0008476544753648341,0.20916058123111725,0.10269167274236679,0.02758815325796604,0.5771904587745667,0.030934324488043785
143,Привет всем нашим азиатским соседям из России. ,2,fear,0.577852189540863,0.06397023797035217,0.0669814795255661,0.577852189540863,0.010611770674586296,0.24380069971084595,0.025628110393881798,0.011155448853969574
144,"I love this presenter, she is spot on and these men are reasonable and wise.  I think that the developing countries can see through the G7 hypocrisy and lies because history repeats, like the man said, people are not stupid. Great reportage, so true.",4,neutral,0.5058770179748535,0.07892899215221405,0.15481051802635193,0.0019897096790373325,0.2352607697248459,0.5058770179748535,0.012978785671293736,0.010154240764677525
145,"Every year the G7 get together to plan something that probably won't materialized but hey, it's a great photo opportunity and maybe the party afterwards are probably worth the trip. Biden's BBB and this new plan reminds me of most people's new year resolution which only last after the first week of making it. I can't wait for the next year's announcement of a new project. Looking forward to it.",3,joy,0.6464124917984009,0.004711227957159281,0.0025621738750487566,0.0031032832339406013,0.6464124917984009,0.26295891404151917,0.007889382541179657,0.07236252725124359
146,There is no way that G7 can compete against China!!!,0,anger,0.42937615513801575,0.42937615513801575,0.1544010490179062,0.0194326713681221,0.005193680990487337,0.06308906525373459,0.14339205622673035,0.1851152777671814
147,the question at ,2,fear,0.6371376514434814,0.11312028020620346,0.034599605947732925,0.6371376514434814,0.0067724850960075855,0.1647905707359314,0.01603267528116703,0.027546700090169907
148,"G7: ""Yeah we are going to beat you at your own game!"" ",0,anger,0.490689754486084,0.490689754486084,0.09295206516981125,0.25678348541259766,0.011607971042394638,0.1287054568529129,0.00792231410741806,0.011338938027620316
149,Glad that such alternative news and views are made available so that the Western narratives can be judged based on the full facts.,3,joy,0.8952827453613281,0.004215288441628218,0.0036448808386921883,0.0005096259410493076,0.8952827453613281,0.07799253612756729,0.006234476342797279,0.012120358645915985
150,The G7 prefers to produce weapons instead of infrastructure…..,4,neutral,0.8098472952842712,0.031882043927907944,0.0982288345694542,0.00788419134914875,0.012610099278390408,0.8098472952842712,0.02274272032082081,0.016804857179522514
151,"Latest is that Usa has coerced UAE, Jordon, Saudi Arabia too extend NATO also to be against China. Is there no end to Americans bullying?",4,neutral,0.3041156232357025,0.19276654720306396,0.20419861376285553,0.24739454686641693,0.0018303473480045795,0.3041156232357025,0.035474564880132675,0.014219810254871845
152,Bay bridge was 6 years in construction and costed 3 billion $. With that efficiency G7 hardly can any built.,4,neutral,0.734883189201355,0.00783825945109129,0.005498679354786873,0.002121788216754794,0.012880333699285984,0.734883189201355,0.01899975910782814,0.2177780121564865
